HeaderID,AppNo,AbattoirName,AnimalSource,SpeciesCategory,Species,HerdMark,InspectionDate,ArrivalDate,SlaughterFromDate,SlaughterToDate,AnimalsReported,AnimalsPresented,AnimalsSlaughtered,Status,StatusDate,Poultry_House,Poultry_NoInHouse,Poultry_ProductionSystem,Broiler_StockingDensity,Broiler_Breed,Broiler_Line,Poultry_Age,Poultry_HouseMortality,Poultry_CumulativeMortality,Condition,InspectionType,AmountDescription,Amount,Comments
7414,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,10/c10,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:54,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Perihepatitis/peritonitis,Conditions,Whole,2,
7414,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,10/c10,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:54,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Hepatitis,Conditions,Whole,2,
7414,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,10/c10,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:54,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Dead on Arrival/Death in the lairage (DOA),Conditions,Whole,3,
7414,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,10/c10,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:54,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Dermatitis,Conditions,Whole,3,
7414,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,10/c10,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:54,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Emaciation,Conditions,Whole,4,
7414,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,10/c10,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:54,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Pericarditis,Conditions,Whole,4,
7414,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,10/c10,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:54,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Bruising/Fractures,Conditions,Whole,6,
7414,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,10/c10,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:54,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Death other than slaughter (uncut/badly bled),Conditions,Whole,6,
7414,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,10/c10,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:54,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Joint Lesions,Conditions,Whole,6,
7414,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,10/c10,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:54,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Cellulitis,Conditions,Whole,7,
7414,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,10/c10,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:54,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,"Other factory (poor plucking, product requirement ",Conditions,Whole,10,
7414,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,10/c10,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:54,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Contamination,Conditions,Whole,11,
7414,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,10/c10,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:54,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Abnormal colour/fevered,Conditions,Whole,15,
7414,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,10/c10,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:54,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Machine Damage,Conditions,Whole,17,
7414,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,10/c10,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:54,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,"Other farm (Jaundice, Oregon, white muscle, congen",Conditions,Whole,19,
7414,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,10/c10,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:54,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Ascites/Oedema,Conditions,Whole,22,
7416,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,11/c11,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:56,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Emaciation,Conditions,Whole,2,
7416,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,11/c11,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:56,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Tumours/nodules,Conditions,Whole,3,
7416,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,11/c11,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:56,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Hepatitis,Conditions,Whole,3,
7416,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,11/c11,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:56,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Pericarditis,Conditions,Whole,3,
7416,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,11/c11,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:56,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Dead on Arrival/Death in the lairage (DOA),Conditions,Whole,4,
7416,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,11/c11,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:56,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Cellulitis,Conditions,Whole,6,
7416,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,11/c11,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:56,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Dermatitis,Conditions,Whole,6,
7416,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,11/c11,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:56,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Perihepatitis/peritonitis,Conditions,Whole,6,
7416,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,11/c11,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:56,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,"Other factory (poor plucking, product requirement ",Conditions,Whole,7,
7416,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,11/c11,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:56,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Bruising/Fractures,Conditions,Whole,8,
7416,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,11/c11,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:56,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Joint Lesions,Conditions,Whole,8,
7416,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,11/c11,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:56,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Contamination,Conditions,Whole,10,
7416,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,11/c11,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:56,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Machine Damage,Conditions,Whole,13,
7416,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,11/c11,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:56,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,"Other farm (Jaundice, Oregon, white muscle, congen",Conditions,Whole,14,
7416,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,11/c11,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:56,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Abnormal colour/fevered,Conditions,Whole,20,
7416,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,11/c11,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:56,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Ascites/Oedema,Conditions,Whole,20,
7416,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,11/c11,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5544,5544,5544,Complete,22/02/2016 01:56,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Death other than slaughter (uncut/badly bled),Conditions,Whole,20,
7417,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,12/c12,2016-02-19,2016-02-19,2016-02-19,2016-02-19,4700,4700,4700,Complete,22/02/2016 01:59,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Emaciation,Conditions,Whole,1,
7417,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,12/c12,2016-02-19,2016-02-19,2016-02-19,2016-02-19,4700,4700,4700,Complete,22/02/2016 01:59,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Pericarditis,Conditions,Whole,2,
7417,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,12/c12,2016-02-19,2016-02-19,2016-02-19,2016-02-19,4700,4700,4700,Complete,22/02/2016 01:59,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Dead on Arrival/Death in the lairage (DOA),Conditions,Whole,3,
7417,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,12/c12,2016-02-19,2016-02-19,2016-02-19,2016-02-19,4700,4700,4700,Complete,22/02/2016 01:59,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Dermatitis,Conditions,Whole,3,
7417,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,12/c12,2016-02-19,2016-02-19,2016-02-19,2016-02-19,4700,4700,4700,Complete,22/02/2016 01:59,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Perihepatitis/peritonitis,Conditions,Whole,3,
7417,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,12/c12,2016-02-19,2016-02-19,2016-02-19,2016-02-19,4700,4700,4700,Complete,22/02/2016 01:59,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Hepatitis,Conditions,Whole,3,
7417,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,12/c12,2016-02-19,2016-02-19,2016-02-19,2016-02-19,4700,4700,4700,Complete,22/02/2016 01:59,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Tumours/nodules,Conditions,Whole,4,
7417,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,12/c12,2016-02-19,2016-02-19,2016-02-19,2016-02-19,4700,4700,4700,Complete,22/02/2016 01:59,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Joint Lesions,Conditions,Whole,5,
7417,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,12/c12,2016-02-19,2016-02-19,2016-02-19,2016-02-19,4700,4700,4700,Complete,22/02/2016 01:59,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,"Other factory (poor plucking, product requirement ",Conditions,Whole,5,
7417,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,12/c12,2016-02-19,2016-02-19,2016-02-19,2016-02-19,4700,4700,4700,Complete,22/02/2016 01:59,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Bruising/Fractures,Conditions,Whole,6,
7417,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,12/c12,2016-02-19,2016-02-19,2016-02-19,2016-02-19,4700,4700,4700,Complete,22/02/2016 01:59,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,"Other farm (Jaundice, Oregon, white muscle, congen",Conditions,Whole,7,
7417,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,12/c12,2016-02-19,2016-02-19,2016-02-19,2016-02-19,4700,4700,4700,Complete,22/02/2016 01:59,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Death other than slaughter (uncut/badly bled),Conditions,Whole,8,
7417,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,12/c12,2016-02-19,2016-02-19,2016-02-19,2016-02-19,4700,4700,4700,Complete,22/02/2016 01:59,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Contamination,Conditions,Whole,8,
7417,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,12/c12,2016-02-19,2016-02-19,2016-02-19,2016-02-19,4700,4700,4700,Complete,22/02/2016 01:59,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Machine Damage,Conditions,Whole,9,
7417,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,12/c12,2016-02-19,2016-02-19,2016-02-19,2016-02-19,4700,4700,4700,Complete,22/02/2016 01:59,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Abnormal colour/fevered,Conditions,Whole,11,
7417,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,12/c12,2016-02-19,2016-02-19,2016-02-19,2016-02-19,4700,4700,4700,Complete,22/02/2016 01:59,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Cellulitis,Conditions,Whole,18,
7417,3005,MOY PARK (ASHBOURNE),Producer: 35/174/0023 ASTON,Poultry,Broilers,12/c12,2016-02-19,2016-02-19,2016-02-19,2016-02-19,4700,4700,4700,Complete,22/02/2016 01:59,1,49200,Intensive Indoor,> 33kg but not > 39kg,Ross,Not Provided,41,3.33,5.15,Ascites/Oedema,Conditions,Whole,29,
7420,5011,2 SISTERS FOOD GROUP LTD,Producer: 24/655/0001 A. Arden Doghills Farm,Poultry,Broilers,689433,2016-02-19,2016-02-19,2016-02-19,2016-02-19,2448,2448,2289,Complete,19/02/2016 07:20,1,2446,Organic,Not > 33kg,Ross,Not Provided,77,1.97,3.24,Dead on Arrival/Death in the lairage (DOA),Conditions,Whole,2,
7420,5011,2 SISTERS FOOD GROUP LTD,Producer: 24/655/0001 A. Arden Doghills Farm,Poultry,Broilers,689433,2016-02-19,2016-02-19,2016-02-19,2016-02-19,2448,2448,2289,Complete,19/02/2016 07:20,1,2446,Organic,Not > 33kg,Ross,Not Provided,77,1.97,3.24,Abnormal colour/fevered,Conditions,Whole,5,
7421,5011,2 SISTERS FOOD GROUP LTD,Producer: 24/651/0064 H Irwin: Serpentine,Poultry,Broilers,689434,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5280,5280,4901,Complete,19/02/2016 07:21,2,20630,Free Range,Not > 33kg,Hubbard,Not Provided,59,4.14,6.53,Dead on Arrival/Death in the lairage (DOA),Conditions,Whole,1,
7421,5011,2 SISTERS FOOD GROUP LTD,Producer: 24/651/0064 H Irwin: Serpentine,Poultry,Broilers,689434,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5280,5280,4901,Complete,19/02/2016 07:21,2,20630,Free Range,Not > 33kg,Hubbard,Not Provided,59,4.14,6.53,Perihepatitis/peritonitis,Conditions,Whole,1,
7421,5011,2 SISTERS FOOD GROUP LTD,Producer: 24/651/0064 H Irwin: Serpentine,Poultry,Broilers,689434,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5280,5280,4901,Complete,19/02/2016 07:21,2,20630,Free Range,Not > 33kg,Hubbard,Not Provided,59,4.14,6.53,Tumours/nodules,Conditions,Whole,1,
7421,5011,2 SISTERS FOOD GROUP LTD,Producer: 24/651/0064 H Irwin: Serpentine,Poultry,Broilers,689434,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5280,5280,4901,Complete,19/02/2016 07:21,2,20630,Free Range,Not > 33kg,Hubbard,Not Provided,59,4.14,6.53,Abnormal colour/fevered,Conditions,Whole,3,
7421,5011,2 SISTERS FOOD GROUP LTD,Producer: 24/651/0064 H Irwin: Serpentine,Poultry,Broilers,689434,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5280,5280,4901,Complete,19/02/2016 07:21,2,20630,Free Range,Not > 33kg,Hubbard,Not Provided,59,4.14,6.53,Cellulitis,Conditions,Whole,4,
7422,5011,2 SISTERS FOOD GROUP LTD,Producer: 24/651/0064 H Irwin: Serpentine,Poultry,Broilers,689435,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5280,5280,4945,Complete,19/02/2016 07:22,2,20630,Free Range,Not > 33kg,Hubbard,Not Provided,59,4.14,6.53,Dead on Arrival/Death in the lairage (DOA),Conditions,Whole,1,
7422,5011,2 SISTERS FOOD GROUP LTD,Producer: 24/651/0064 H Irwin: Serpentine,Poultry,Broilers,689435,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5280,5280,4945,Complete,19/02/2016 07:22,2,20630,Free Range,Not > 33kg,Hubbard,Not Provided,59,4.14,6.53,Cellulitis,Conditions,Whole,5,
7422,5011,2 SISTERS FOOD GROUP LTD,Producer: 24/651/0064 H Irwin: Serpentine,Poultry,Broilers,689435,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5280,5280,4945,Complete,19/02/2016 07:22,2,20630,Free Range,Not > 33kg,Hubbard,Not Provided,59,4.14,6.53,Abnormal colour/fevered,Conditions,Whole,10,
7423,5011,2 SISTERS FOOD GROUP LTD,Producer: 24/651/0064 H Irwin: Serpentine,Poultry,Broilers,689436,2016-02-19,2016-02-19,2016-02-19,2016-02-19,3240,3240,3149,Complete,19/02/2016 07:23,2,20630,Free Range,Not > 33kg,Hubbard,Not Provided,59,4.14,6.53,Cellulitis,Conditions,Whole,2,
7423,5011,2 SISTERS FOOD GROUP LTD,Producer: 24/651/0064 H Irwin: Serpentine,Poultry,Broilers,689436,2016-02-19,2016-02-19,2016-02-19,2016-02-19,3240,3240,3149,Complete,19/02/2016 07:23,2,20630,Free Range,Not > 33kg,Hubbard,Not Provided,59,4.14,6.53,Hepatitis,Conditions,Whole,2,
7423,5011,2 SISTERS FOOD GROUP LTD,Producer: 24/651/0064 H Irwin: Serpentine,Poultry,Broilers,689436,2016-02-19,2016-02-19,2016-02-19,2016-02-19,3240,3240,3149,Complete,19/02/2016 07:23,2,20630,Free Range,Not > 33kg,Hubbard,Not Provided,59,4.14,6.53,Abnormal colour/fevered,Conditions,Whole,4,
7424,5011,2 SISTERS FOOD GROUP LTD,Producer: 13/125/0326 Lingar Hill,Poultry,Broilers,689437,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5280,5499,5499,Complete,19/02/2016 09:11,1,11100,Free Range,Not provided,Ross,Not Provided,57,,1.11,Ascites/Oedema,Conditions,Whole,1,
7424,5011,2 SISTERS FOOD GROUP LTD,Producer: 13/125/0326 Lingar Hill,Poultry,Broilers,689437,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5280,5499,5499,Complete,19/02/2016 09:11,1,11100,Free Range,Not provided,Ross,Not Provided,57,,1.11,Emaciation,Conditions,Whole,1,
7424,5011,2 SISTERS FOOD GROUP LTD,Producer: 13/125/0326 Lingar Hill,Poultry,Broilers,689437,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5280,5499,5499,Complete,19/02/2016 09:11,1,11100,Free Range,Not provided,Ross,Not Provided,57,,1.11,Bruising/Fractures,Conditions,Whole,2,
7424,5011,2 SISTERS FOOD GROUP LTD,Producer: 13/125/0326 Lingar Hill,Poultry,Broilers,689437,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5280,5499,5499,Complete,19/02/2016 09:11,1,11100,Free Range,Not provided,Ross,Not Provided,57,,1.11,Machine Damage,Conditions,Whole,2,
7424,5011,2 SISTERS FOOD GROUP LTD,Producer: 13/125/0326 Lingar Hill,Poultry,Broilers,689437,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5280,5499,5499,Complete,19/02/2016 09:11,1,11100,Free Range,Not provided,Ross,Not Provided,57,,1.11,Abnormal colour/fevered,Conditions,Whole,4,
7424,5011,2 SISTERS FOOD GROUP LTD,Producer: 13/125/0326 Lingar Hill,Poultry,Broilers,689437,2016-02-19,2016-02-19,2016-02-19,2016-02-19,5280,5499,5499,Complete,19/02/2016 09:11,1,11100,Free Range,Not provided,Ross,Not Provided,57,,1.11,Dead on Arrival/Death in the lairage (DOA),Conditions,Whole,4,
7425,5011,2 SISTERS FOOD GROUP LTD,Producer: 13/125/0326 Lingar Hill,Poultry,Broilers,689438,2016-02-19,2016-02-19,2016-02-19,2016-02-19,2120,2120,2095,Complete,19/02/2016 09:12,"1, 2",,Free Range,Not provided,Mixed or Not Provided,Not Provided,,,0,Tumours/nodules,Conditions,Whole,1,
7425,5011,2 SISTERS FOOD GROUP LTD,Producer: 13/125/0326 Lingar Hill,Poultry,Broilers,689438,2016-02-19,2016-02-19,2016-02-19,2016-02-19,2120,2120,2095,Complete,19/02/2016 09:12,"1, 2",,Free Range,Not provided,Mixed or Not Provided,Not Provided,,,0,Dead on Arrival/Death in the lairage (DOA),Conditions,Whole,2,
7425,5011,2 SISTERS FOOD GROUP LTD,Producer: 13/125/0326 Lingar Hill,Poultry,Broilers,689438,2016-02-19,2016-02-19,2016-02-19,2016-02-19,2120,2120,2095,Complete,19/02/2016 09:12,"1, 2",,Free Range,Not provided,Mixed or Not Provided,Not Provided,,,0,Cellulitis,Conditions,Whole,3,
7425,5011,2 SISTERS FOOD GROUP LTD,Producer: 13/125/0326 Lingar Hill,Poultry,Broilers,689438,2016-02-19,2016-02-19,2016-02-19,2016-02-19,2120,2120,2095,Complete,19/02/2016 09:12,"1, 2",,Free Range,Not provided,Mixed or Not Provided,Not Provided,,,0,Emaciation,Conditions,Whole,5,
7425,5011,2 SISTERS FOOD GROUP LTD,Producer: 13/125/0326 Lingar Hill,Poultry,Broilers,689438,2016-02-19,2016-02-19,2016-02-19,2016-02-19,2120,2120,2095,Complete,19/02/2016 09:12,"1, 2",,Free Range,Not provided,Mixed or Not Provided,Not Provided,,,0,Abnormal colour/fevered,Conditions,Whole,6,
7426,5011,2 SISTERS FOOD GROUP LTD,Producer: 05/310/0084 PD Hook: Galley Hill Farm,Poultry,Broilers,689439,2016-02-19,2016-02-19,2016-02-19,2016-02-19,6072,6079,6079,Complete,19/02/2016 09:14,5,34278,Intensive Indoor,> 33kg but not > 39kg,Cobb,Cobb 500,34,1.54,2.5,Perihepatitis/peritonitis,Conditions,Whole,1,
7426,5011,2 SISTERS FOOD GROUP LTD,Producer: 05/310/0084 PD Hook: Galley Hill Farm,Poultry,Broilers,689439,2016-02-19,2016-02-19,2016-02-19,2016-02-19,6072,6079,6079,Complete,19/02/2016 09:14,5,34278,Intensive Indoor,> 33kg but not > 39kg,Cobb,Cobb 500,34,1.54,2.5,Dead on Arrival/Death in the lairage (DOA),Conditions,Whole,5,
7426,5011,2 SISTERS FOOD GROUP LTD,Producer: 05/310/0084 PD Hook: Galley Hill Farm,Poultry,Broilers,689439,2016-02-19,2016-02-19,2016-02-19,2016-02-19,6072,6079,6079,Complete,19/02/2016 09:14,5,34278,Intensive Indoor,> 33kg but not > 39kg,Cobb,Cobb 500,34,1.54,2.5,Joint Lesions,Conditions,Whole,10,
7426,5011,2 SISTERS FOOD GROUP LTD,Producer: 05/310/0084 PD Hook: Galley Hill Farm,Poultry,Broilers,689439,2016-02-19,2016-02-19,2016-02-19,2016-02-19,6072,6079,6079,Complete,19/02/2016 09:14,5,34278,Intensive Indoor,> 33kg but not > 39kg,Cobb,Cobb 500,34,1.54,2.5,Machine Damage,Conditions,Whole,12,
